交易日期	证券代码	证券简称	前收	今收	升跌(%)	成交金额(元)	市盈率
2017-12-29	000635	英 力 特	14.48	14.53	0.35	21,273,839.21	40.10
2017-12-29	000636	风华高科	11.39	11.88	4.30	798,360,873.29	76.55
2017-12-29	000637	茂化实华	5.93	5.97	0.67	14,599,251.93	50.55
2017-12-29	000638	万方发展	11.14	11.14	0.00	0.00	330.56
2017-12-29	000639	西王食品	18.69	19.00	1.66	25,128,577.18	64.06
2017-12-29	000650	仁和药业	5.20	5.21	0.19	16,222,476.85	17.33
2017-12-29	000651	格力电器	43.74	43.70	-0.09	1,617,705,799.93	17.05
2017-12-29	000652	泰达股份	4.39	4.41	0.46	17,098,519.47	24.02
2017-12-29	000655	金岭矿业	7.91	7.84	-0.88	71,016,167.32	0.00
2017-12-29	000656	金科股份	4.95	4.95	0.00	112,012,956.84	21.47
2017-12-29	000657	中钨高新	12.53	12.42	-0.88	47,326,474.04	585.85
2017-12-29	000659	*ST中富	4.61	4.68	1.52	97,408,149.90	0.00
2017-12-29	000661	长春高新	180.63	183.00	1.31	329,662,258.00	64.21
2017-12-29	000662	天夏智慧	14.95	14.87	-0.54	16,077,597.06	38.65
2017-12-29	000663	永安林业	17.71	17.98	1.52	26,763,568.64	49.88
2017-12-29	000665	湖北广电	10.02	10.08	0.60	15,145,927.96	21.15
2017-12-29	000666	经纬纺机	19.44	19.42	-0.10	130,753,712.74	25.11
2017-12-29	000667	美好置业	3.00	3.04	1.33	35,397,855.24	11.70
2017-12-29	000668	荣丰控股	14.90	14.96	0.40	4,411,871.00	0.00
2017-12-29	000669	金鸿控股	13.82	14.65	6.01	123,220,468.38	37.36
2017-12-29	000670	盈方微	6.60	6.90	4.55	344,290,422.97	233.11
2017-12-29	000671	阳 光 城	7.61	7.87	3.42	229,060,288.46	25.91
2017-12-29	000672	上峰水泥	9.70	9.72	0.21	170,661,435.00	54.45
2017-12-29	000673	当代东方	12.87	13.16	2.25	441,896,002.86	58.83
2017-12-29	000676	智度股份	10.99	11.12	1.18	17,448,623.18	33.97
2017-12-29	000677	恒天海龙	3.96	3.98	0.51	10,035,979.44	765.38
2017-12-29	000678	襄阳轴承	8.06	8.06	0.00	0.00	317.32
2017-12-29	000679	大连友谊	7.07	7.06	-0.14	10,296,774.00	18.82
2017-12-29	000680	山推股份	5.09	5.09	0.00	74,402,443.41	145.43
2017-12-29	000681	视觉中国	19.63	19.50	-0.66	211,767,417.27	63.64
2017-12-29	000682	东方电子	4.64	4.65	0.22	17,282,967.75	76.10
2017-12-29	000683	远兴能源	2.94	2.91	-1.02	64,110,316.64	0.00
2017-12-29	000685	中山公用	10.18	10.25	0.69	42,745,272.65	15.71
2017-12-29	000686	东北证券	8.75	8.77	0.23	56,697,695.15	15.61
2017-12-29	000687	华讯方舟	10.42	10.51	0.86	37,611,307.00	49.41
2017-12-29	000688	建新矿业	10.95	10.95	0.00	0.00	53.16
2017-12-29	000690	宝新能源	7.98	8.00	0.25	106,419,760.37	25.81
2017-12-29	000691	亚太实业	7.70	7.83	1.69	22,548,625.92	1,864.29
2017-12-29	000692	惠天热电	5.27	5.29	0.38	7,476,967.22	53.60
2017-12-29	000693	*ST华泽	12.50	12.50	0.00	0.00	0.00
2017-12-29	000695	滨海能源	11.73	11.73	0.00	0.00	670.29
2017-12-29	000697	炼石有色	23.35	23.04	-1.33	97,190,217.94	0.00
2017-12-29	000698	沈阳化工	5.90	5.91	0.17	19,971,794.74	14.22
2017-12-29	000700	模塑科技	5.65	5.67	0.35	26,852,470.49	21.84
2017-12-29	000701	厦门信达	9.87	10.02	1.52	25,451,439.18	109.87
2017-12-29	000702	正虹科技	6.78	6.91	1.92	20,829,913.06	909.21
2017-12-29	000703	恒逸石化	21.52	21.57	0.23	363,397,877.21	42.08
2017-12-29	000705	浙江震元	8.14	8.22	0.98	11,042,815.00	60.66
2017-12-29	000707	双环科技	5.49	5.54	0.91	8,709,233.21	0.00
2017-12-29	000708	大冶特钢	11.46	11.43	-0.26	29,687,079.13	17.55
2017-12-29	000709	河钢股份	3.90	3.90	0.00	201,910,452.81	26.62
2017-12-29	000710	贝瑞基因	54.01	56.37	4.37	158,936,986.11	132.36
2017-12-29	000711	京蓝科技	12.58	12.77	1.51	95,423,038.44	129.38
2017-12-29	000712	锦龙股份	17.16	16.98	-1.05	61,445,387.91	41.62
2017-12-29	000713	丰乐种业	6.83	6.88	0.73	12,278,380.64	96.22
2017-12-29	000715	中兴商业	9.48	9.57	0.95	6,441,714.92	30.11
2017-12-29	000716	黑芝麻	5.29	5.60	5.86	101,893,669.71	218.75
2017-12-29	000717	韶钢松山	8.85	8.86	0.11	503,899,518.72	211.46
2017-12-29	000718	苏宁环球	4.29	4.33	0.93	41,913,253.65	12.27
2017-12-29	000719	大地传媒	9.03	9.06	0.33	9,216,072.44	13.77
2017-12-29	000720	新能泰山	4.37	4.48	2.52	43,086,248.07	0.00
2017-12-29	000721	西安饮食	5.58	5.65	1.25	13,724,834.64	228.74
2017-12-29	000722	湖南发展	8.90	9.38	5.39	57,429,943.59	30.99
2017-12-29	000723	美锦能源	6.97	6.89	-1.15	91,265,847.46	41.61
2017-12-29	000725	京东方Ａ	5.79	5.79	0.00	3,159,621,600.72	108.02
2017-12-29	000726	鲁  泰Ａ	10.81	10.95	1.30	45,915,790.23	12.54
2017-12-29	000727	华东科技	2.35	2.38	1.28	49,883,723.00	457.69
2017-12-29	000728	国元证券	10.94	11.00	0.55	154,755,516.96	26.34
2017-12-29	000729	燕京啤酒	6.71	6.74	0.45	108,343,350.71	60.89
2017-12-29	000731	四川美丰	8.03	7.98	-0.62	72,484,799.27	0.00
2017-12-29	000732	泰禾集团	20.11	20.02	-0.45	502,345,611.91	14.59
2017-12-29	000733	振华科技	14.75	14.90	1.02	106,747,746.54	38.53
2017-12-29	000735	罗 牛 山	8.00	8.07	0.88	108,630,641.01	116.28
2017-12-29	000736	中交地产	15.58	16.00	2.70	34,821,258.60	401.00
2017-12-29	000737	南风化工	4.67	4.66	-0.21	14,824,417.72	121.99
2017-12-29	000738	航发控制	15.25	15.29	0.26	50,928,010.74	83.87
2017-12-29	000739	普洛药业	6.48	6.46	-0.31	13,573,835.21	28.96
2017-12-29	000750	国海证券	4.89	4.90	0.20	50,098,634.37	20.34
2017-12-29	000751	锌业股份	5.15	5.13	-0.39	142,939,521.67	53.83
2017-12-29	000752	西藏发展	13.54	13.74	1.48	55,104,743.53	454.97
2017-12-29	000753	漳州发展	3.79	3.81	0.53	10,858,557.73	18.52
2017-12-29	000755	*ST三维	6.82	6.82	0.00	20,771,199.64	0.00
2017-12-29	000756	新华制药	13.78	14.00	1.60	35,361,497.69	54.77
2017-12-29	000757	浩物股份	7.03	7.03	0.00	0.00	120.58
2017-12-29	000758	中色股份	6.38	6.43	0.78	169,224,011.30	42.78
2017-12-29	000759	中百集团	9.82	9.66	-1.63	154,465,352.87	1,016.84
2017-12-29	000760	斯太尔	5.75	5.84	1.57	25,447,952.05	100.00
2017-12-29	000761	本钢板材	5.19	5.20	0.19	59,434,098.22	20.88
2017-12-29	000762	西藏矿业	15.91	15.70	-1.32	176,522,495.21	384.80
2017-12-29	000766	通化金马	13.60	13.60	0.00	0.00	61.57
2017-12-29	000767	漳泽电力	2.94	2.94	0.00	9,079,024.30	105.76
2017-12-29	000768	中航飞机	16.90	16.89	-0.06	147,184,907.49	113.20
2017-12-29	000776	广发证券	16.57	16.68	0.66	253,013,555.89	15.83
2017-12-29	000777	中核科技	14.74	14.90	1.09	28,082,616.71	54.18
2017-12-29	000778	新兴铸管	5.22	5.22	0.00	100,265,828.85	47.33
2017-12-29	000779	三毛派神	13.76	13.95	1.38	11,519,771.33	197.87
2017-12-29	000780	*ST平能	4.98	4.99	0.20	11,745,569.51	0.00
2017-12-29	000782	美达股份	7.85	7.88	0.38	10,865,186.00	0.00
2017-12-29	000783	长江证券	7.85	7.87	0.25	117,428,338.63	19.72
2017-12-29	000785	武汉中商	9.82	9.88	0.61	9,098,705.20	1,219.75
2017-12-29	000786	北新建材	22.47	22.50	0.13	685,237,906.92	34.37
2017-12-29	000788	北大医药	8.65	8.71	0.69	9,029,768.60	412.80
2017-12-29	000789	万年青	10.42	10.51	0.86	180,226,281.54	28.12
2017-12-29	000790	泰合健康	7.36	7.36	0.00	0.00	38.45
2017-12-29	000791	甘肃电投	7.89	8.01	1.52	80,342,732.94	0.00
2017-12-29	000792	盐湖股份	14.42	13.91	-3.54	1,236,969,176.13	113.55
2017-12-29	000793	华闻传媒	10.00	10.01	0.10	207,354,787.20	23.14
2017-12-29	000795	英洛华	6.34	6.20	-2.21	125,838,450.66	203.28
2017-12-29	000796	凯撒旅游	13.94	14.08	1.00	89,044,408.33	53.19
2017-12-29	000797	中国武夷	11.01	10.98	-0.27	40,026,208.54	49.95
2017-12-29	000798	中水渔业	8.31	8.38	0.84	8,243,124.00	75.09
2017-12-29	000799	酒鬼酒	27.80	27.42	-1.37	188,938,189.26	82.05
2017-12-29	000800	一汽轿车	10.45	10.76	2.97	278,103,416.34	0.00
2017-12-29	000801	四川九洲	5.64	5.72	1.42	25,722,741.34	30.70
2017-12-29	000802	北京文化	14.48	14.69	1.45	106,073,652.53	20.42
2017-12-29	000803	*ST金宇	23.27	23.46	0.82	2,527,051.00	0.00
2017-12-29	000806	银河生物	10.76	10.76	0.00	0.00	919.66
2017-12-29	000807	云铝股份	10.35	10.23	-1.16	1,617,847,390.98	241.27
2017-12-29	000809	*ST新城	3.72	3.81	2.42	15,556,609.68	0.00
2017-12-29	000810	创维数字	6.88	6.95	1.02	39,647,740.05	14.78
2017-12-29	000811	冰轮环境	7.85	7.88	0.38	28,204,006.22	17.10
2017-12-29	000812	陕西金叶	7.17	7.17	0.00	0.00	35.50
2017-12-29	000813	德展健康	8.81	8.68	-1.48	66,132,666.71	29.40
2017-12-29	000815	美利云	15.37	15.10	-1.76	40,526,665.91	2,960.78
2017-12-29	000816	智慧农业	3.22	3.21	-0.31	55,722,785.73	0.00
2017-12-29	000818	方大化工	12.45	12.98	4.26	211,104,839.71	80.07
2017-12-29	000819	岳阳兴长	12.36	12.54	1.46	13,768,735.13	112.16
2017-12-29	000820	神雾节能	28.96	28.96	0.00	0.00	55.37
2017-12-29	000821	京山轻机	12.25	12.46	1.71	23,341,028.09	69.73
2017-12-29	000822	山东海化	9.10	9.05	-0.55	168,511,980.51	0.00
2017-12-29	000823	超声电子	13.33	13.55	1.65	115,657,399.61	38.86
2017-12-29	000825	太钢不锈	4.94	4.96	0.40	165,771,411.38	24.66
2017-12-29	000826	启迪桑德	33.15	33.02	-0.39	213,606,339.90	31.68
2017-12-29	000828	东莞控股	11.01	11.11	0.91	14,927,645.49	13.93
2017-12-29	000829	天音控股	9.49	9.50	0.11	13,033,010.30	35.30
2017-12-29	000830	鲁西化工	15.21	15.92	4.67	757,060,535.17	176.89
2017-12-29	000831	五矿稀土	12.64	12.38	-2.06	252,169,111.26	651.58
2017-12-29	000833	贵糖股份	6.74	6.84	1.48	19,680,932.96	117.93
2017-12-29	000835	长城动漫	8.21	8.28	0.85	17,686,264.80	0.00
