交易日期	证券代码	证券简称	前收	今收	升跌(%)	成交金额(元)	市盈率
2018-12-28	000518	四环生物	3.44	3.46	0.58	11,628,350.00	487.32
2018-12-28	000519	中兵红箭	6.17	6.29	1.94	33,922,742.50	69.89
2018-12-28	000520	长航凤凰	2.84	2.88	1.41	9,364,005.86	57.37
2018-12-28	000521	长虹美菱	2.96	2.96	0.00	21,988,694.13	95.18
2018-12-28	000523	广州浪奇	3.95	3.95	0.00	6,622,149.83	62.01
2018-12-28	000524	岭南控股	6.93	6.90	-0.43	3,219,258.00	26.08
2018-12-28	000525	红 太 阳	13.87	14.03	1.15	20,217,199.54	11.68
2018-12-28	000526	紫光学大	18.16	18.24	0.44	23,260,721.81	71.95
2018-12-28	000528	柳    工	6.12	6.07	-0.82	95,746,497.19	27.49
2018-12-28	000529	广弘控股	4.43	4.48	1.13	11,678,545.17	16.84
2018-12-28	000530	大冷股份	3.37	3.31	-1.78	20,172,844.60	14.11
2018-12-28	000531	穗恒运Ａ	5.20	5.06	-2.69	33,101,924.41	18.82
2018-12-28	000532	华金资本	10.15	9.87	-2.76	121,593,986.66	70.45
2018-12-28	000533	万 家 乐	2.58	2.53	-1.94	54,520,121.00	45.75
2018-12-28	000534	万泽股份	10.60	10.44	-1.51	18,177,423.14	57.39
2018-12-28	000536	华映科技	1.87	1.87	0.00	73,261,253.20	25.24
2018-12-28	000537	广宇发展	7.50	7.49	-0.13	34,855,169.62	6.42
2018-12-28	000538	云南白药	75.19	73.96	-1.64	183,010,640.76	24.49
2018-12-28	000539	粤电力Ａ	4.47	4.63	3.58	62,704,001.80	32.70
2018-12-28	000540	中天金融	4.87	4.87	0.00	0.00	16.49
2018-12-28	000541	佛山照明	5.16	5.18	0.39	12,462,679.41	9.79
2018-12-28	000543	皖能电力	4.73	4.79	1.27	56,718,317.91	64.91
2018-12-28	000544	中原环保	5.05	5.07	0.40	15,649,283.51	15.33
2018-12-28	000545	金浦钛业	3.11	3.13	0.64	10,870,483.22	18.63
2018-12-28	000546	金圆股份	8.73	8.66	-0.80	14,759,237.78	17.64
2018-12-28	000547	航天发展	7.59	7.56	-0.40	49,687,903.50	42.86
2018-12-28	000548	湖南投资	4.42	4.38	-0.90	10,120,665.99	16.77
2018-12-28	000550	江铃汽车	13.00	12.76	-1.85	34,382,051.69	15.94
2018-12-28	000551	创元科技	5.84	5.81	-0.51	13,767,553.30	35.00
2018-12-28	000552	靖远煤电	2.57	2.56	-0.39	16,235,482.52	10.60
2018-12-28	000553	沙隆达Ａ	9.13	9.13	0.00	17,210,893.39	14.45
2018-12-28	000554	泰山石油	5.25	5.12	-2.48	60,937,235.83	914.29
2018-12-28	000555	神州信息	9.37	9.34	-0.32	40,096,272.04	29.74
2018-12-28	000557	西部创业	3.43	3.43	0.00	14,562,393.40	57.45
2018-12-28	000558	莱茵体育	2.87	2.90	1.05	19,169,473.50	131.22
2018-12-28	000559	万向钱潮	5.13	5.12	-0.19	17,534,228.31	15.99
2018-12-28	000560	我爱我家	4.55	4.67	2.64	22,366,670.61	151.13
2018-12-28	000561	烽火电子	5.60	5.61	0.18	22,243,576.68	48.61
2018-12-28	000563	陕国投Ａ	2.67	2.68	0.37	24,024,031.45	30.15
2018-12-28	000564	供销大集	2.52	2.53	0.40	30,459,803.82	10.75
2018-12-28	000565	渝三峡Ａ	4.35	4.26	-2.07	12,180,804.00	22.77
2018-12-28	000566	海南海药	5.03	5.12	1.79	40,185,076.59	79.01
2018-12-28	000567	海德股份	11.04	11.12	0.72	18,597,301.00	67.11
2018-12-28	000568	泸州老窖	40.10	40.66	1.40	277,760,897.81	23.28
2018-12-28	000570	苏常柴Ａ	3.70	3.74	1.08	2,743,098.50	45.22
2018-12-28	000571	新大洲Ａ	3.39	3.43	1.18	65,667,014.73	130.42
2018-12-28	000572	海马汽车	2.10	2.13	1.43	26,315,568.88	0.00
2018-12-28	000573	粤宏远Ａ	3.03	3.05	0.66	5,797,386.00	55.76
2018-12-28	000576	广东甘化	5.97	6.00	0.50	73,400,126.92	0.00
2018-12-28	000581	威孚高科	17.49	17.66	0.97	49,297,568.92	6.93
2018-12-28	000582	北部湾港	7.06	7.04	-0.28	13,539,829.91	21.26
2018-12-28	000584	哈工智能	6.34	6.28	-0.95	22,310,699.02	42.78
2018-12-28	000585	*ST东电	1.99	2.04	2.51	7,686,072.00	0.00
2018-12-28	000586	汇源通信	11.15	11.57	3.77	508,264,629.13	2,754.76
2018-12-28	000587	金洲慈航	2.33	2.35	0.86	35,249,378.42	4.89
2018-12-28	000589	黔轮胎Ａ	3.35	3.35	0.00	9,850,403.91	0.00
2018-12-28	000590	启迪古汉	7.46	7.60	1.88	14,342,860.21	94.88
2018-12-28	000591	太阳能	2.93	2.96	1.02	18,987,673.44	11.06
2018-12-28	000592	平潭发展	2.67	2.67	0.00	36,057,381.18	861.29
2018-12-28	000593	大通燃气	6.56	6.45	-1.68	41,536,783.01	95.98
2018-12-28	000595	宝塔实业	2.46	2.54	3.25	20,133,193.00	103.67
2018-12-28	000596	古井贡酒	53.57	53.96	0.73	177,025,258.70	23.66
2018-12-28	000597	东北制药	10.07	10.16	0.89	15,697,942.56	48.64
2018-12-28	000598	兴蓉环境	4.02	4.03	0.25	32,576,883.51	13.43
2018-12-28	000599	青岛双星	3.75	3.70	-1.33	5,067,699.39	28.29
2018-12-28	000600	建投能源	5.01	5.02	0.20	19,854,341.67	53.40
2018-12-28	000601	韶能股份	3.70	3.72	0.54	10,041,285.68	9.02
2018-12-28	000603	盛达矿业	9.90	10.00	1.01	64,986,700.36	24.37
2018-12-28	000605	渤海股份	9.40	9.49	0.96	74,572,102.54	29.58
2018-12-28	000606	顺利办	6.04	5.95	-1.49	52,471,637.94	70.92
2018-12-28	000607	华媒控股	4.10	4.05	-1.22	13,183,716.20	28.07
2018-12-28	000608	阳光股份	4.87	4.90	0.62	31,040,676.20	24.11
2018-12-28	000609	中迪投资	5.22	5.25	0.57	96,399,040.20	11.69
2018-12-28	000610	西安旅游	7.50	7.49	-0.13	152,034,253.02	0.00
2018-12-28	000611	天首发展	5.60	5.55	-0.89	5,626,772.60	0.00
2018-12-28	000612	焦作万方	4.00	3.96	-1.00	7,299,703.50	26.87
2018-12-28	000613	大东海A	7.25	7.47	3.03	93,593,176.99	945.57
2018-12-28	000615	京汉股份	5.30	5.31	0.19	18,252,887.00	13.48
2018-12-28	000616	海航投资	2.35	2.41	2.55	28,035,448.04	273.86
2018-12-28	000617	中油资本	10.10	10.75	6.44	38,052,775.83	14.19
2018-12-28	000619	海螺型材	5.15	5.19	0.78	7,375,523.00	206.77
2018-12-28	000620	新华联	3.88	3.91	0.77	11,264,644.40	8.65
2018-12-28	000622	恒立实业	8.12	7.51	-7.51	715,044,625.77	0.00
2018-12-28	000623	吉林敖东	14.41	14.43	0.14	46,426,064.04	9.00
2018-12-28	000625	长安汽车	6.48	6.59	1.70	84,280,734.42	4.43
2018-12-28	000626	远大控股	6.39	6.44	0.78	12,380,935.34	0.00
2018-12-28	000627	天茂集团	5.61	5.61	0.00	19,416,155.59	20.90
2018-12-28	000628	高新发展	9.84	9.87	0.30	24,136,057.97	126.05
2018-12-28	000629	攀钢钒钛	3.00	3.00	0.00	138,529,591.12	29.85
2018-12-28	000630	铜陵有色	1.97	1.97	0.00	36,173,646.03	37.81
2018-12-28	000631	顺发恒业	2.93	2.97	1.37	8,592,759.24	9.44
2018-12-28	000632	三木集团	3.72	3.86	3.76	14,137,831.55	73.24
2018-12-28	000633	合金投资	4.17	4.59	10.07	67,554,097.63	0.00
2018-12-28	000635	英 力 特	8.46	8.50	0.47	14,504,557.00	27.61
2018-12-28	000636	风华高科	10.98	10.74	-2.19	254,353,523.33	38.96
2018-12-28	000637	茂化实华	3.74	3.75	0.27	6,177,378.50	19.61
2018-12-28	000638	万方发展	5.68	5.55	-2.29	89,477,341.66	106.32
2018-12-28	000639	西王食品	6.43	6.41	-0.31	26,265,869.43	14.40
2018-12-28	000650	仁和药业	5.78	5.48	-5.19	161,873,363.51	17.85
2018-12-28	000651	格力电器	35.68	35.69	0.03	927,786,894.64	9.58
2018-12-28	000652	泰达股份	2.98	3.01	1.01	22,011,857.60	14.90
2018-12-28	000655	*ST金岭	3.28	3.37	2.74	11,012,836.66	0.00
2018-12-28	000656	金科股份	6.17	6.19	0.32	79,543,768.70	16.49
2018-12-28	000657	中钨高新	5.27	5.32	0.95	10,472,874.40	36.56
2018-12-28	000659	珠海中富	4.14	4.10	-0.97	206,253,882.34	56.09
2018-12-28	000661	长春高新	175.88	175.00	-0.50	234,410,914.74	44.97
2018-12-28	000662	天夏智慧	5.62	6.18	9.96	81,890,386.84	11.76
2018-12-28	000663	永安林业	5.95	5.96	0.17	5,197,858.20	29.56
2018-12-28	000665	湖北广电	7.20	7.16	-0.56	20,616,359.19	13.59
2018-12-28	000666	经纬纺机	10.16	10.78	6.10	150,914,615.36	6.32
2018-12-28	000667	美好置业	2.49	2.50	0.40	25,862,468.45	9.63
2018-12-28	000668	荣丰控股	10.14	9.90	-2.37	19,108,195.40	140.03
2018-12-28	000669	金鸿控股	6.01	5.85	-2.66	90,413,553.92	16.61
2018-12-28	000670	盈方微	3.17	3.18	0.32	29,634,951.00	0.00
2018-12-28	000671	阳 光 城	5.17	5.19	0.39	67,273,686.70	10.19
2018-12-28	000672	上峰水泥	8.41	8.44	0.36	25,768,677.02	8.67
2018-12-28	000673	当代东方	4.68	4.69	0.21	59,345,461.02	33.84
2018-12-28	000676	智度股份	9.37	9.49	1.28	24,613,759.77	17.38
2018-12-28	000677	恒天海龙	2.56	2.60	1.56	4,922,016.73	1,181.82
2018-12-28	000678	襄阳轴承	4.99	5.00	0.20	6,379,238.96	198.41
2018-12-28	000679	大连友谊	3.88	3.85	-0.77	9,458,965.49	105.19
2018-12-28	000680	山推股份	3.23	3.27	1.24	8,361,009.70	63.62
2018-12-28	000681	视觉中国	23.20	23.32	0.52	107,461,386.60	56.18
2018-12-28	000682	东方电子	3.34	3.31	-0.90	7,530,331.20	26.57
2018-12-28	000683	远兴能源	2.37	2.37	0.00	30,004,128.20	13.22
2018-12-28	000685	中山公用	6.94	7.00	0.86	15,792,813.19	9.68
2018-12-28	000686	东北证券	6.16	6.26	1.62	77,976,060.22	21.96
2018-12-28	000687	华讯方舟	7.32	7.10	-3.01	46,313,245.21	41.04
2018-12-28	000688	国城矿业	11.51	11.54	0.26	19,687,356.83	31.83
2018-12-28	000690	宝新能源	6.70	6.73	0.45	36,687,826.93	141.98
2018-12-28	000691	亚太实业	4.53	4.58	1.10	37,653,226.37	0.00
2018-12-28	000692	惠天热电	2.59	2.56	-1.16	5,455,677.00	0.00
2018-12-28	000693	*ST华泽	3.31	3.31	0.00	0.00	0.00
2018-12-28	000695	滨海能源	8.76	9.00	2.74	14,609,425.08	205.01
2018-12-28	000697	炼石航空	12.52	12.39	-1.04	66,036,329.79	143.74
2018-12-28	000698	沈阳化工	3.62	3.64	0.55	11,051,815.47	13.27
2018-12-28	000700	模塑科技	2.93	2.95	0.68	5,396,068.71	18.14
2018-12-28	000701	厦门信达	6.02	6.06	0.66	9,120,161.69	0.00
2018-12-28	000702	正虹科技	5.17	5.56	7.54	51,275,604.37	92.05
2018-12-28	000703	恒逸石化	11.52	11.52	0.00	131,921,497.90	17.60
2018-12-28	000705	浙江震元	6.07	6.06	-0.16	3,897,569.00	33.15
2018-12-28	000707	*ST双环	2.80	2.89	3.21	11,697,038.76	0.00
2018-12-28	000708	大冶特钢	8.77	8.77	0.00	0.00	9.98
2018-12-28	000709	河钢股份	2.83	2.84	0.35	59,453,276.24	16.60
2018-12-28	000710	贝瑞基因	31.77	31.90	0.41	38,053,491.46	48.60
2018-12-28	000711	京蓝科技	6.08	6.23	2.47	293,445,324.65	18.88
2018-12-28	000712	锦龙股份	8.92	9.08	1.79	73,923,853.51	41.88
2018-12-28	000713	丰乐种业	4.61	4.58	-0.65	14,560,088.18	117.44
2018-12-28	000715	中兴商业	5.73	5.81	1.40	2,871,179.00	19.17
2018-12-28	000716	黑芝麻	2.80	2.79	-0.36	8,850,333.62	18.75
2018-12-28	000717	韶钢松山	4.57	4.55	-0.44	64,441,113.59	4.37
2018-12-28	000718	苏宁环球	3.16	3.18	0.63	30,370,551.40	8.41
2018-12-28	000719	中原传媒	7.66	7.87	2.74	24,575,280.32	11.62
2018-12-28	000720	*ST新能	3.38	3.47	2.66	19,304,290.10	0.00
2018-12-28	000721	西安饮食	3.97	3.97	0.00	12,529,099.00	0.00
2018-12-28	000722	湖南发展	5.86	6.03	2.90	55,145,004.79	31.44
2018-12-28	000723	美锦能源	3.12	3.21	2.88	54,120,407.60	12.37
2018-12-28	000725	京东方Ａ	2.63	2.63	0.00	454,615,031.11	12.09
2018-12-28	000726	鲁  泰Ａ	9.72	9.71	-0.10	17,869,713.65	10.65
2018-12-28	000727	华东科技	1.48	1.47	-0.68	15,069,591.00	565.38
2018-12-28	000728	国元证券	6.80	6.98	2.65	136,759,154.93	19.51
2018-12-28	000729	燕京啤酒	5.65	5.64	-0.18	21,788,269.84	98.60
2018-12-28	000731	四川美丰	5.00	5.02	0.40	14,093,152.36	19.08
2018-12-28	000732	泰禾集团	14.03	14.02	-0.07	144,954,996.87	8.21
2018-12-28	000733	振华科技	11.01	10.94	-0.64	38,321,977.64	27.66
2018-12-28	000735	罗 牛 山	8.99	9.66	7.45	1,153,623,513.43	72.74
2018-12-28	000736	中交地产	7.31	7.43	1.64	12,908,024.58	5.37
2018-12-28	000737	*ST南风	2.78	2.83	1.80	5,014,215.00	0.00
2018-12-28	000738	航发控制	12.00	12.06	0.50	33,388,598.48	63.47
2018-12-28	000739	普洛药业	7.37	7.44	0.95	26,438,258.03	34.18
2018-12-28	000750	国海证券	4.04	4.36	7.92	929,981,119.74	48.93
2018-12-28	000751	锌业股份	2.84	2.85	0.35	5,640,636.99	17.71
2018-12-28	000752	西藏发展	7.04	7.05	0.14	12,728,592.30	195.29
2018-12-28	000753	漳州发展	2.94	2.94	0.00	11,737,818.45	34.27
2018-12-28	000755	山西路桥	3.99	3.98	-0.25	10,327,606.59	17.60
2018-12-28	000756	新华制药	5.57	5.55	-0.36	6,852,880.92	16.46
2018-12-28	000757	浩物股份	5.15	5.26	2.14	55,220,555.46	50.43
2018-12-28	000758	中色股份	3.63	3.65	0.55	13,894,726.66	35.75
2018-12-28	000759	中百集团	5.26	5.28	0.38	8,289,839.64	53.17
2018-12-28	000760	斯太尔	3.30	3.29	-0.30	40,269,088.03	0.00
2018-12-28	000761	本钢板材	3.39	3.36	-0.88	11,763,633.33	8.14
2018-12-28	000762	西藏矿业	6.71	6.74	0.45	18,263,140.08	101.66
2018-12-28	000766	通化金马	6.73	6.86	1.93	30,652,582.34	25.71
2018-12-28	000767	漳泽电力	2.46	2.47	0.41	8,573,060.00	0.00
2018-12-28	000768	中航飞机	13.18	13.24	0.46	102,265,848.24	77.75
2018-12-28	000776	广发证券	12.41	12.68	2.18	219,679,535.60	11.24
2018-12-28	000777	中核科技	9.99	10.03	0.40	13,833,087.16	86.32
2018-12-28	000778	新兴铸管	4.27	4.31	0.94	80,226,582.54	15.74
2018-12-28	000779	三毛派神	8.67	8.67	0.00	12,166,490.84	20.40
2018-12-28	000780	平庄能源	3.01	3.00	-0.33	6,042,795.00	6.29
2018-12-28	000782	美达股份	4.23	4.27	0.95	4,310,279.43	64.40
2018-12-28	000783	长江证券	5.01	5.15	2.79	115,611,434.29	18.43
2018-12-28	000785	武汉中商	6.40	6.53	2.03	15,037,195.50	4.59
2018-12-28	000786	北新建材	14.02	13.76	-1.85	130,116,968.14	10.50
2018-12-28	000788	北大医药	5.21	5.22	0.19	7,400,737.00	90.78
2018-12-28	000789	万年青	10.90	10.89	-0.09	64,238,441.12	14.44
2018-12-28	000790	泰合健康	4.03	4.06	0.74	18,744,769.49	13.25
2018-12-28	000791	甘肃电投	5.02	5.06	0.80	21,857,396.76	19.96
2018-12-28	000792	盐湖股份	7.23	6.98	-3.46	158,354,304.39	0.00
2018-12-28	000793	华闻传媒	2.94	2.97	1.02	66,246,763.34	21.44
2018-12-28	000795	英洛华	3.55	3.57	0.56	11,013,113.62	39.40
2018-12-28	000796	凯撒旅游	6.66	6.64	-0.30	8,241,694.61	24.16
2018-12-28	000797	中国武夷	4.51	4.55	0.89	10,619,920.01	23.86
2018-12-28	000798	中水渔业	5.15	5.20	0.97	5,106,896.00	30.62
2018-12-28	000799	酒鬼酒	16.08	15.98	-0.62	134,528,697.80	29.48
2018-12-28	000800	一汽轿车	6.51	6.62	1.69	38,078,699.23	38.31
2018-12-28	000801	四川九洲	4.37	4.33	-0.92	26,108,316.26	609.86
2018-12-28	000802	北京文化	11.21	11.07	-1.25	119,926,271.67	25.80
2018-12-28	000803	金宇车城	12.39	12.21	-1.45	4,457,348.48	93.92
2018-12-28	000806	银河生物	3.99	3.88	-2.76	64,795,269.77	417.20
2018-12-28	000807	云铝股份	3.88	3.88	0.00	62,659,242.09	15.40
2018-12-28	000809	铁岭新城	2.33	2.35	0.86	6,330,023.00	19.17
2018-12-28	000810	创维数字	5.50	5.56	1.09	13,456,471.68	63.11
2018-12-28	000811	冰轮环境	5.22	5.17	-0.96	31,306,161.10	10.74
2018-12-28	000812	陕西金叶	3.36	3.46	2.98	24,794,452.81	98.02
2018-12-28	000813	德展健康	9.19	9.18	-0.11	28,904,149.07	25.82
2018-12-28	000815	美利云	6.83	6.75	-1.17	7,335,615.60	183.92
2018-12-28	000816	*ST慧业	1.46	1.53	4.79	44,493,896.63	0.00
2018-12-28	000818	航锦科技	9.15	9.23	0.87	43,021,415.91	24.99
2018-12-28	000819	岳阳兴长	8.84	8.83	-0.11	11,306,143.79	0.00
2018-12-28	000820	神雾节能	5.65	5.59	-1.06	37,218,504.00	10.23
2018-12-28	000821	京山轻机	7.63	7.66	0.39	26,982,691.30	26.91
2018-12-28	000822	山东海化	4.85	4.85	0.00	15,730,885.31	6.34
2018-12-28	000823	超声电子	7.90	7.80	-1.27	137,194,401.36	21.82
2018-12-28	000825	太钢不锈	4.15	4.14	-0.24	68,712,026.94	5.10
2018-12-28	000826	启迪桑德	10.20	10.39	1.86	70,648,268.34	11.88
2018-12-28	000828	东莞控股	7.35	7.47	1.63	14,159,356.69	8.76
2018-12-28	000829	天音控股	5.38	5.61	4.28	61,107,234.05	25.41
2018-12-28	000830	鲁西化工	10.02	9.80	-2.20	237,533,607.67	7.36
2018-12-28	000831	五矿稀土	8.32	8.37	0.60	28,757,879.36	269.13
