交易日期	证券代码	证券简称	前收	今收	升跌(%)	成交金额(元)	市盈率
2019-11-29	000780	平庄能源	2.93	2.94	0.34	5,079,212.98	0.00
2019-11-29	000782	美达股份	3.62	3.98	9.94	164,201,374.11	56.37
2019-11-29	000783	长江证券	6.20	6.24	0.65	77,793,378.74	134.19
2019-11-29	000785	武汉中商	9.89	9.98	0.91	83,156,622.14	37.77
2019-11-29	000786	北新建材	22.86	22.32	-2.36	208,930,242.12	15.29
2019-11-29	000788	北大医药	6.71	6.57	-2.09	62,354,811.06	86.68
2019-11-29	000789	万年青	10.15	10.11	-0.39	144,772,316.46	7.09
2019-11-29	000790	泰合健康	4.19	4.18	-0.24	11,137,490.19	82.77
2019-11-29	000791	甘肃电投	3.56	3.57	0.28	7,440,993.00	10.00
2019-11-29	000792	*ST盐湖	8.61	8.60	-0.12	74,946,125.37	0.00
2019-11-29	000793	华闻集团	2.91	2.90	-0.34	27,719,065.56	0.00
2019-11-29	000795	英洛华	5.72	5.59	-2.27	115,790,511.20	56.52
2019-11-29	000796	凯撒旅游	8.10	7.90	-2.47	82,381,761.94	32.67
2019-11-29	000797	中国武夷	3.24	3.26	0.62	10,562,870.00	16.80
2019-11-29	000798	中水渔业	5.79	5.80	0.17	4,662,094.25	32.37
2019-11-29	000799	酒鬼酒	38.99	37.87	-2.87	522,362,952.97	55.26
2019-11-29	000800	一汽轿车	10.37	10.51	1.35	257,530,770.33	84.08
2019-11-29	000801	四川九洲	5.38	5.38	0.00	11,055,218.70	61.98
2019-11-29	000802	北京文化	7.99	8.12	1.63	71,187,832.47	17.84
2019-11-29	000803	金宇车城	13.29	13.40	0.83	6,530,698.48	210.36
2019-11-29	000806	ST银河	2.11	2.11	0.00	8,943,571.70	0.00
2019-11-29	000807	云铝股份	4.44	4.45	0.23	60,690,812.10	0.00
2019-11-29	000809	铁岭新城	2.39	2.39	0.00	7,718,036.47	20.39
2019-11-29	000810	创维数字	10.39	10.41	0.19	129,322,510.45	34.10
2019-11-29	000811	冰轮环境	6.61	6.64	0.45	10,395,111.50	15.36
2019-11-29	000812	陕西金叶	3.10	3.07	-0.97	14,072,487.00	105.50
2019-11-29	000813	德展健康	6.09	6.07	-0.33	76,129,532.01	14.62
2019-11-29	000815	美利云	6.30	6.23	-1.11	20,231,831.00	97.96
2019-11-29	000816	ST慧业	1.41	1.40	-0.71	19,182,965.19	48.28
2019-11-29	000818	航锦科技	10.52	10.61	0.86	128,356,337.45	14.55
